Folder,File,Breed,Sex,F0_mean,F0_min,F0_max,F1_mean,F2_mean
shiba inu_female,66474_shibainu_F_dog_120.wav,shiba inu,female,196.6,126.4,489.9,949.2,1660.5
shiba inu_female,67118_shibainu_F_dog_123.wav,shiba inu,female,428.0,114.2,737.8,738.4,1386.9
shiba inu_female,67133_shibainu_F_dog_123.wav,shiba inu,female,490.7,471.2,513.3,945.2,1922.5
shiba inu_female,67135_shibainu_F_dog_123.wav,shiba inu,female,452.9,411.3,784.3,1066.1,2355.2
shiba inu_male,47808_shibainu_M_dog_82.wav,shiba inu,male,165.2,75.8,353.0,523.8,1490.0
shiba inu_male,47809_shibainu_M_dog_82.wav,shiba inu,male,500.8,100.3,759.8,1160.2,2075.4
shiba inu_male,47813_shibainu_M_dog_82.wav,shiba inu,male,540.6,209.1,665.5,710.8,1404.5
shiba inu_male,48897_shibainu_M_dog_84.wav,shiba inu,male,605.7,75.1,830.4,855.2,1754.0
shiba inu_male,48906_shibainu_M_dog_84.wav,shiba inu,male,115.4,95.6,139.8,1010.3,1826.2
shiba inu_male,48908_shibainu_M_dog_84.wav,shiba inu,male,135.4,87.8,710.2,528.2,1098.2
shiba inu_male,49596_shibainu_M_dog_88.wav,shiba inu,male,582.5,122.9,848.1,811.5,1825.7
shiba inu_male,49597_shibainu_M_dog_88.wav,shiba inu,male,477.5,432.1,512.8,511.9,1315.9
shiba inu_male,49599_shibainu_M_dog_88.wav,shiba inu,male,521.7,439.0,634.9,597.4,1503.1
shiba inu_male,50139_shibainu_M_dog_92.wav,shiba inu,male,559.1,529.5,584.8,1078.0,1707.7
shiba inu_male,50140_shibainu_M_dog_92.wav,shiba inu,male,564.2,497.1,650.8,1471.9,1953.9
shiba inu_male,50153_shibainu_M_dog_92.wav,shiba inu,male,423.3,392.5,444.6,951.2,1737.6
shiba inu_male,50177_shibainu_M_dog_93.wav,shiba inu,male,660.8,353.0,840.9,907.5,1591.9
shiba inu_male,50321_shibainu_M_dog_93.wav,shiba inu,male,427.1,267.4,547.5,990.5,1583.7
shiba inu_male,50342_shibainu_M_dog_93.wav,shiba inu,male,540.2,78.5,784.9,1046.1,1843.4
shiba inu_male,51279_shibainu_M_dog_96.wav,shiba inu,male,454.3,72.7,603.9,677.7,1501.0
shiba inu_male,51284_shibainu_M_dog_96.wav,shiba inu,male,511.1,75.2,793.8,989.1,2130.7
shiba inu_male,51288_shibainu_M_dog_96.wav,shiba inu,male,365.1,162.5,696.1,513.7,1245.2
shiba inu_male,54571_shibainu_M_dog_100.wav,shiba inu,male,297.1,250.4,321.7,808.6,1864.7
shiba inu_male,54628_shibainu_M_dog_100.wav,shiba inu,male,260.1,219.4,283.3,520.5,1651.2
shiba inu_male,54632_shibainu_M_dog_100.wav,shiba inu,male,368.9,143.5,501.8,597.4,1174.0
shiba inu_male,54664_shibainu_M_dog_102.wav,shiba inu,male,535.8,473.4,596.3,1077.4,1902.9
shiba inu_male,54665_shibainu_M_dog_102.wav,shiba inu,male,571.8,297.2,822.5,796.5,1529.3
shiba inu_male,54677_shibainu_M_dog_102.wav,shiba inu,male,475.8,318.5,819.3,909.3,1645.0
shiba inu_male,54706_shibainu_M_dog_103.wav,shiba inu,male,527.6,359.0,827.6,963.1,1794.6
shiba inu_male,54752_shibainu_M_dog_103.wav,shiba inu,male,663.4,110.0,804.4,1364.2,2413.2
shiba inu_male,54756_shibainu_M_dog_103.wav,shiba inu,male,623.5,350.9,849.0,816.5,1598.9
shiba inu_male,54830_shibainu_M_dog_105.wav,shiba inu,male,555.3,448.7,772.9,1216.4,1846.1
shiba inu_male,54836_shibainu_M_dog_105.wav,shiba inu,male,558.7,163.8,837.8,930.7,1662.8
shiba inu_male,54902_shibainu_M_dog_105.wav,shiba inu,male,584.3,502.5,699.6,666.5,1566.9
