Folder,File,Breed,Sex,F0_mean,F0_min,F0_max,F1_mean,F2_mean
shiba inu_female,66474_shibainu_F_dog_120.wav,shiba inu,female,195.1,125.8,489.9,949.2,1660.5
shiba inu_female,67118_shibainu_F_dog_123.wav,shiba inu,female,387.0,114.2,520.9,738.4,1386.9
shiba inu_female,67133_shibainu_F_dog_123.wav,shiba inu,female,463.8,319.5,513.6,945.2,1922.5
shiba inu_female,67135_shibainu_F_dog_123.wav,shiba inu,female,354.7,110.0,424.7,1066.1,2355.2
shiba inu_male,47808_shibainu_M_dog_82.wav,shiba inu,male,156.1,75.8,353.0,523.8,1490.0
shiba inu_male,47809_shibainu_M_dog_82.wav,shiba inu,male,278.9,100.3,403.0,1160.2,2075.4
shiba inu_male,47813_shibainu_M_dog_82.wav,shiba inu,male,324.6,106.4,486.6,710.8,1404.5
shiba inu_male,48897_shibainu_M_dog_84.wav,shiba inu,male,269.4,75.1,411.2,855.2,1754.0
shiba inu_male,48906_shibainu_M_dog_84.wav,shiba inu,male,115.4,95.6,139.8,1010.3,1826.2
shiba inu_male,48908_shibainu_M_dog_84.wav,shiba inu,male,115.9,87.8,253.4,528.2,1098.2
shiba inu_male,49596_shibainu_M_dog_88.wav,shiba inu,male,386.4,122.9,498.8,811.5,1825.7
shiba inu_male,49597_shibainu_M_dog_88.wav,shiba inu,male,434.0,227.5,506.6,511.9,1315.9
shiba inu_male,49599_shibainu_M_dog_88.wav,shiba inu,male,306.5,225.3,527.0,597.4,1503.1
shiba inu_male,50139_shibainu_M_dog_92.wav,shiba inu,male,248.4,103.0,403.0,1078.0,1707.7
shiba inu_male,50140_shibainu_M_dog_92.wav,shiba inu,male,430.1,397.9,487.2,1471.9,1953.9
shiba inu_male,50153_shibainu_M_dog_92.wav,shiba inu,male,423.3,392.5,444.6,951.2,1737.6
shiba inu_male,50177_shibainu_M_dog_93.wav,shiba inu,male,353.4,88.6,494.3,907.5,1591.9
shiba inu_male,50321_shibainu_M_dog_93.wav,shiba inu,male,410.5,267.4,488.6,990.5,1583.7
shiba inu_male,50342_shibainu_M_dog_93.wav,shiba inu,male,413.4,78.5,506.8,1046.1,1843.4
shiba inu_male,51279_shibainu_M_dog_96.wav,shiba inu,male,269.1,72.7,524.9,677.7,1501.0
shiba inu_male,51284_shibainu_M_dog_96.wav,shiba inu,male,208.0,75.2,441.5,989.1,2130.7
shiba inu_male,51288_shibainu_M_dog_96.wav,shiba inu,male,288.2,162.5,525.3,513.7,1245.2
shiba inu_male,54571_shibainu_M_dog_100.wav,shiba inu,male,297.1,250.4,321.7,808.6,1864.7
shiba inu_male,54628_shibainu_M_dog_100.wav,shiba inu,male,260.1,219.4,283.3,520.5,1651.2
shiba inu_male,54632_shibainu_M_dog_100.wav,shiba inu,male,352.7,143.5,438.8,597.4,1174.0
shiba inu_male,54664_shibainu_M_dog_102.wav,shiba inu,male,439.4,386.5,497.6,1077.4,1902.9
shiba inu_male,54665_shibainu_M_dog_102.wav,shiba inu,male,396.5,297.2,495.9,796.5,1529.3
shiba inu_male,54677_shibainu_M_dog_102.wav,shiba inu,male,361.5,223.0,516.6,909.3,1645.0
shiba inu_male,54706_shibainu_M_dog_103.wav,shiba inu,male,414.2,274.3,507.2,963.1,1794.6
shiba inu_male,54752_shibainu_M_dog_103.wav,shiba inu,male,404.4,106.7,506.4,1364.2,2413.2
shiba inu_male,54756_shibainu_M_dog_103.wav,shiba inu,male,356.4,271.5,504.4,816.5,1598.9
shiba inu_male,54830_shibainu_M_dog_105.wav,shiba inu,male,303.5,257.0,463.3,1216.4,1846.1
shiba inu_male,54836_shibainu_M_dog_105.wav,shiba inu,male,306.7,148.9,487.3,930.7,1662.8
shiba inu_male,54902_shibainu_M_dog_105.wav,shiba inu,male,291.9,258.2,331.1,666.5,1566.9
